_id,ANNO,COD_ATENEO,NOME_ATENEO,Reg_ATENEO,AREA_GEO,GENERE,COD_QUALIFICA,DESC_QUALIFICA,N_PERS
1555,2021,4201,Ancona - Università Politecnica delle Marche,Marche,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),270
1556,2021,4201,Ancona - Università Politecnica delle Marche,Marche,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,105
1557,2021,4201,Ancona - Università Politecnica delle Marche,Marche,CENTRO,M,4AR,Titolare di assegno di ricerca,111
1558,2021,4301,Macerata - Università degli studi,Marche,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),91
1559,2021,4301,Macerata - Università degli studi,Marche,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,51
1560,2021,4301,Macerata - Università degli studi,Marche,CENTRO,F,4AR,Titolare di assegno di ricerca,20
1561,2021,4301,Macerata - Università degli studi,Marche,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),102
1562,2021,4301,Macerata - Università degli studi,Marche,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,33
1563,2021,4301,Macerata - Università degli studi,Marche,CENTRO,M,4AR,Titolare di assegno di ricerca,13
1564,2021,4302,Camerino - Università degli studi,Marche,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),66
1565,2021,4302,Camerino - Università degli studi,Marche,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,34
1566,2021,4302,Camerino - Università degli studi,Marche,CENTRO,F,4AR,Titolare di assegno di ricerca,39
1567,2021,4302,Camerino - Università degli studi,Marche,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),129
1568,2021,4302,Camerino - Università degli studi,Marche,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,52
1569,2021,4302,Camerino - Università degli studi,Marche,CENTRO,M,4AR,Titolare di assegno di ricerca,38
1570,2021,4601,Lucca - Scuola IMT Alti Studi,Toscana,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),3
1571,2021,4601,Lucca - Scuola IMT Alti Studi,Toscana,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,3
1572,2021,4601,Lucca - Scuola IMT Alti Studi,Toscana,CENTRO,F,4AR,Titolare di assegno di ricerca,20
1573,2021,4601,Lucca - Scuola IMT Alti Studi,Toscana,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),21
1574,2021,4601,Lucca - Scuola IMT Alti Studi,Toscana,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,14
1575,2021,4601,Lucca - Scuola IMT Alti Studi,Toscana,CENTRO,M,4AR,Titolare di assegno di ricerca,22
1576,2021,4801,Firenze - Università degli studi,Toscana,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),465
1577,2021,4801,Firenze - Università degli studi,Toscana,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,243
1578,2021,4801,Firenze - Università degli studi,Toscana,CENTRO,F,4AR,Titolare di assegno di ricerca,379
1579,2021,4801,Firenze - Università degli studi,Toscana,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),760
1580,2021,4801,Firenze - Università degli studi,Toscana,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,254
1581,2021,4801,Firenze - Università degli studi,Toscana,CENTRO,M,4AR,Titolare di assegno di ricerca,345
1582,2021,4804,"Firenze - Università telematica ""Italian University line""",Toscana,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),1
1583,2021,4804,"Firenze - Università telematica ""Italian University line""",Toscana,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,1
1584,2021,4804,"Firenze - Università telematica ""Italian University line""",Toscana,CENTRO,M,4AR,Titolare di assegno di ricerca,1
1585,2021,5001,Pisa - Università degli studi,Toscana,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),360
1586,2021,5001,Pisa - Università degli studi,Toscana,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,175
1587,2021,5001,Pisa - Università degli studi,Toscana,CENTRO,F,4AR,Titolare di assegno di ricerca,209
1588,2021,5001,Pisa - Università degli studi,Toscana,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),722
1589,2021,5001,Pisa - Università degli studi,Toscana,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,231
1590,2021,5001,Pisa - Università degli studi,Toscana,CENTRO,M,4AR,Titolare di assegno di ricerca,297
1591,2021,5002,Pisa - Scuola normale superiore,Toscana,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),14
1592,2021,5002,Pisa - Scuola normale superiore,Toscana,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,7
1593,2021,5002,Pisa - Scuola normale superiore,Toscana,CENTRO,F,4AR,Titolare di assegno di ricerca,42
1594,2021,5002,Pisa - Scuola normale superiore,Toscana,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),39
1595,2021,5002,Pisa - Scuola normale superiore,Toscana,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,23
1596,2021,5002,Pisa - Scuola normale superiore,Toscana,CENTRO,M,4AR,Titolare di assegno di ricerca,63
1597,2021,5003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),25
1598,2021,5003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,19
1599,2021,5003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,CENTRO,F,4AR,Titolare di assegno di ricerca,102
1600,2021,5003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),70
1601,2021,5003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,42
1602,2021,5003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,CENTRO,M,4AR,Titolare di assegno di ricerca,138
1603,2021,5201,Siena - Università degli studi,Toscana,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),156
1604,2021,5201,Siena - Università degli studi,Toscana,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,108
1605,2021,5201,Siena - Università degli studi,Toscana,CENTRO,F,4AR,Titolare di assegno di ricerca,69
1606,2021,5201,Siena - Università degli studi,Toscana,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),339
1607,2021,5201,Siena - Università degli studi,Toscana,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,108
1608,2021,5201,Siena - Università degli studi,Toscana,CENTRO,M,4AR,Titolare di assegno di ricerca,69
1609,2021,5202,Siena - Università per stranieri,Toscana,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),28
1610,2021,5202,Siena - Università per stranieri,Toscana,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,15
1611,2021,5202,Siena - Università per stranieri,Toscana,CENTRO,F,4AR,Titolare di assegno di ricerca,12
1612,2021,5202,Siena - Università per stranieri,Toscana,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),14
1613,2021,5202,Siena - Università per stranieri,Toscana,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,16
1614,2021,5202,Siena - Università per stranieri,Toscana,CENTRO,M,4AR,Titolare di assegno di ricerca,6
1615,2021,5401,Perugia - Università degli studi,Umbria,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),211
1616,2021,5401,Perugia - Università degli studi,Umbria,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,182
1617,2021,5401,Perugia - Università degli studi,Umbria,CENTRO,F,4AR,Titolare di assegno di ricerca,113
1618,2021,5401,Perugia - Università degli studi,Umbria,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),416
1619,2021,5401,Perugia - Università degli studi,Umbria,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,151
1620,2021,5401,Perugia - Università degli studi,Umbria,CENTRO,M,4AR,Titolare di assegno di ricerca,83
1621,2021,5403,Perugia - Università per stranieri,Umbria,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),19
1622,2021,5403,Perugia - Università per stranieri,Umbria,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,5
1623,2021,5403,Perugia - Università per stranieri,Umbria,CENTRO,F,4AR,Titolare di assegno di ricerca,4
1624,2021,5403,Perugia - Università per stranieri,Umbria,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),23
1625,2021,5403,Perugia - Università per stranieri,Umbria,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,8
1626,2021,5403,Perugia - Università per stranieri,Umbria,CENTRO,M,4AR,Titolare di assegno di ricerca,2
1627,2021,5601,Viterbo - Università della Tuscia,Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),74
1628,2021,5601,Viterbo - Università della Tuscia,Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,54
1629,2021,5601,Viterbo - Università della Tuscia,Lazio,CENTRO,F,4AR,Titolare di assegno di ricerca,35
1630,2021,5601,Viterbo - Università della Tuscia,Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),149
1631,2021,5601,Viterbo - Università della Tuscia,Lazio,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,64
1632,2021,5601,Viterbo - Università della Tuscia,Lazio,CENTRO,M,4AR,Titolare di assegno di ricerca,31
1633,2021,5801,"Roma - Università degli studi ""La Sapienza""",Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),834
1634,2021,5801,"Roma - Università degli studi ""La Sapienza""",Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,576
1635,2021,5801,"Roma - Università degli studi ""La Sapienza""",Lazio,CENTRO,F,4AR,Titolare di assegno di ricerca,448
1636,2021,5801,"Roma - Università degli studi ""La Sapienza""",Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),1441
1637,2021,5801,"Roma - Università degli studi ""La Sapienza""",Lazio,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,658
1638,2021,5801,"Roma - Università degli studi ""La Sapienza""",Lazio,CENTRO,M,4AR,Titolare di assegno di ricerca,408
1639,2021,5802,"Roma - Università degli studi di ""Tor Vergata""",Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),244
1640,2021,5802,"Roma - Università degli studi di ""Tor Vergata""",Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,199
1641,2021,5802,"Roma - Università degli studi di ""Tor Vergata""",Lazio,CENTRO,F,4AR,Titolare di assegno di ricerca,142
1642,2021,5802,"Roma - Università degli studi di ""Tor Vergata""",Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),530
1643,2021,5802,"Roma - Università degli studi di ""Tor Vergata""",Lazio,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,275
1644,2021,5802,"Roma - Università degli studi di ""Tor Vergata""",Lazio,CENTRO,M,4AR,Titolare di assegno di ricerca,138
1645,2021,5803,Roma - Libera Università Maria SS.Assunta (LUMSA),Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),39
1646,2021,5803,Roma - Libera Università Maria SS.Assunta (LUMSA),Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,1
1647,2021,5803,Roma - Libera Università Maria SS.Assunta (LUMSA),Lazio,CENTRO,F,4AR,Titolare di assegno di ricerca,10
1648,2021,5803,Roma - Libera Università Maria SS.Assunta (LUMSA),Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),56
1649,2021,5803,Roma - Libera Università Maria SS.Assunta (LUMSA),Lazio,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,6
1650,2021,5803,Roma - Libera Università Maria SS.Assunta (LUMSA),Lazio,CENTRO,M,4AR,Titolare di assegno di ricerca,8
1651,2021,5805,Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli,Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),20
1652,2021,5805,Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli,Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,6
1653,2021,5805,Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli,Lazio,CENTRO,F,4AR,Titolare di assegno di ricerca,16
1654,2021,5805,Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli,Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),82
1655,2021,5805,Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli,Lazio,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,8
1656,2021,5805,Roma - LUISS Libera Università internazionale degli studi sociali Guido Carli,Lazio,CENTRO,M,4AR,Titolare di assegno di ricerca,39
1657,2021,5806,"Roma - Università degli studi del ""Foro Italico""",Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),19
1658,2021,5806,"Roma - Università degli studi del ""Foro Italico""",Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,10
1659,2021,5806,"Roma - Università degli studi del ""Foro Italico""",Lazio,CENTRO,F,4AR,Titolare di assegno di ricerca,5
1660,2021,5806,"Roma - Università degli studi del ""Foro Italico""",Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),24
1661,2021,5806,"Roma - Università degli studi del ""Foro Italico""",Lazio,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,8
1662,2021,5806,"Roma - Università degli studi del ""Foro Italico""",Lazio,CENTRO,M,4AR,Titolare di assegno di ricerca,4
1663,2021,5807,Roma - III Università degli studi,Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),251
1664,2021,5807,Roma - III Università degli studi,Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,108
1665,2021,5807,Roma - III Università degli studi,Lazio,CENTRO,F,4AR,Titolare di assegno di ricerca,96
1666,2021,5807,Roma - III Università degli studi,Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),431
1667,2021,5807,Roma - III Università degli studi,Lazio,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,106
1668,2021,5807,Roma - III Università degli studi,Lazio,CENTRO,M,4AR,Titolare di assegno di ricerca,113
1669,2021,5808,"Roma - Università ""Campus Bio-Medico""",Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),24
1670,2021,5808,"Roma - Università ""Campus Bio-Medico""",Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,14
1671,2021,5808,"Roma - Università ""Campus Bio-Medico""",Lazio,CENTRO,F,4AR,Titolare di assegno di ricerca,6
1672,2021,5808,"Roma - Università ""Campus Bio-Medico""",Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),84
1673,2021,5808,"Roma - Università ""Campus Bio-Medico""",Lazio,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,38
1674,2021,5808,"Roma - Università ""Campus Bio-Medico""",Lazio,CENTRO,M,4AR,Titolare di assegno di ricerca,7
1675,2021,5809,Roma - Università degli Studi Internazionali  UNINT,Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),11
1676,2021,5809,Roma - Università degli Studi Internazionali  UNINT,Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,4
1677,2021,5809,Roma - Università degli Studi Internazionali  UNINT,Lazio,CENTRO,F,4AR,Titolare di assegno di ricerca,1
1678,2021,5809,Roma - Università degli Studi Internazionali  UNINT,Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),14
1679,2021,5809,Roma - Università degli Studi Internazionali  UNINT,Lazio,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,7
1680,2021,5810,"Roma - Università telematica ""Guglielmo Marconi""",Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),15
1681,2021,5810,"Roma - Università telematica ""Guglielmo Marconi""",Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,3
1682,2021,5810,"Roma - Università telematica ""Guglielmo Marconi""",Lazio,CENTRO,F,4AR,Titolare di assegno di ricerca,2
1683,2021,5810,"Roma - Università telematica ""Guglielmo Marconi""",Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),40
1684,2021,5810,"Roma - Università telematica ""Guglielmo Marconi""",Lazio,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,7
1685,2021,5811,"Roma - Università telematica ""Unitelma Sapienza""",Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),8
1686,2021,5811,"Roma - Università telematica ""Unitelma Sapienza""",Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,9
1687,2021,5811,"Roma - Università telematica ""Unitelma Sapienza""",Lazio,CENTRO,F,4AR,Titolare di assegno di ricerca,1
1688,2021,5811,"Roma - Università telematica ""Unitelma Sapienza""",Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),12
1689,2021,5811,"Roma - Università telematica ""Unitelma Sapienza""",Lazio,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,5
1690,2021,5811,"Roma - Università telematica ""Unitelma Sapienza""",Lazio,CENTRO,M,4AR,Titolare di assegno di ricerca,1
1691,2021,5812,Roma - Università Europea,Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),17
1692,2021,5812,Roma - Università Europea,Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,6
1693,2021,5812,Roma - Università Europea,Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),24
1694,2021,5812,Roma - Università Europea,Lazio,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,6
1695,2021,5812,Roma - Università Europea,Lazio,CENTRO,M,4AR,Titolare di assegno di ricerca,4
1696,2021,5813,"Roma - Università telematica internazionale ""UNINETTUNO""",Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),7
1697,2021,5813,"Roma - Università telematica internazionale ""UNINETTUNO""",Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,5
1698,2021,5813,"Roma - Università telematica internazionale ""UNINETTUNO""",Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),12
1699,2021,5813,"Roma - Università telematica internazionale ""UNINETTUNO""",Lazio,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,6
1700,2021,5814,Roma - Universitas Mercatorum,Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),21
1701,2021,5814,Roma - Universitas Mercatorum,Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,3
1702,2021,5814,Roma - Universitas Mercatorum,Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),30
1703,2021,5815,Roma - Università telematica Niccolò Cusano (già UNISU),Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),20
1704,2021,5815,Roma - Università telematica Niccolò Cusano (già UNISU),Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,17
1705,2021,5815,Roma - Università telematica Niccolò Cusano (già UNISU),Lazio,CENTRO,F,4AR,Titolare di assegno di ricerca,5
1706,2021,5815,Roma - Università telematica Niccolò Cusano (già UNISU),Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),37
1707,2021,5815,Roma - Università telematica Niccolò Cusano (già UNISU),Lazio,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,28
1708,2021,5815,Roma - Università telematica Niccolò Cusano (già UNISU),Lazio,CENTRO,M,4AR,Titolare di assegno di ricerca,9
1709,2021,5816,"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""",Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),19
1710,2021,5816,"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""",Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,14
1711,2021,5816,"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""",Lazio,CENTRO,F,4AR,Titolare di assegno di ricerca,2
1712,2021,5816,"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""",Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),16
1713,2021,5816,"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""",Lazio,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,7
1714,2021,5817,Roma - Link Campus University,Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),19
1715,2021,5817,Roma - Link Campus University,Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,3
1716,2021,5817,Roma - Link Campus University,Lazio,CENTRO,F,4AR,Titolare di assegno di ricerca,1
1717,2021,5817,Roma - Link Campus University,Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),24
1718,2021,5817,Roma - Link Campus University,Lazio,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,2
1719,2021,5817,Roma - Link Campus University,Lazio,CENTRO,M,4AR,Titolare di assegno di ricerca,5
1720,2021,5818,Roma - Saint Camillus International,Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),5
1721,2021,5818,Roma - Saint Camillus International,Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,7
1722,2021,5818,Roma - Saint Camillus International,Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),10
1723,2021,5818,Roma - Saint Camillus International,Lazio,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,4
1724,2021,6001,Cassino - Università degli Studi di Cassino e del Lazio Meridionale,Lazio,CENTRO,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),40
1725,2021,6001,Cassino - Università degli Studi di Cassino e del Lazio Meridionale,Lazio,CENTRO,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,31
1726,2021,6001,Cassino - Università degli Studi di Cassino e del Lazio Meridionale,Lazio,CENTRO,F,4AR,Titolare di assegno di ricerca,10
1727,2021,6001,Cassino - Università degli Studi di Cassino e del Lazio Meridionale,Lazio,CENTRO,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),118
1728,2021,6001,Cassino - Università degli Studi di Cassino e del Lazio Meridionale,Lazio,CENTRO,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,69
1729,2021,6001,Cassino - Università degli Studi di Cassino e del Lazio Meridionale,Lazio,CENTRO,M,4AR,Titolare di assegno di ricerca,19
1730,2021,6201,Benevento - Università degli studi del Sannio,Campania,SUD,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),39
1731,2021,6201,Benevento - Università degli studi del Sannio,Campania,SUD,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,40
1732,2021,6201,Benevento - Università degli studi del Sannio,Campania,SUD,F,4AR,Titolare di assegno di ricerca,25
1733,2021,6201,Benevento - Università degli studi del Sannio,Campania,SUD,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),95
1734,2021,6201,Benevento - Università degli studi del Sannio,Campania,SUD,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,35
1735,2021,6201,Benevento - Università degli studi del Sannio,Campania,SUD,M,4AR,Titolare di assegno di ricerca,25
1736,2021,6202,"Benevento - Università telematica ""Giustino Fortunato""",Campania,SUD,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),8
1737,2021,6202,"Benevento - Università telematica ""Giustino Fortunato""",Campania,SUD,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,1
1738,2021,6202,"Benevento - Università telematica ""Giustino Fortunato""",Campania,SUD,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),13
1739,2021,6202,"Benevento - Università telematica ""Giustino Fortunato""",Campania,SUD,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,3
1740,2021,6202,"Benevento - Università telematica ""Giustino Fortunato""",Campania,SUD,M,4AR,Titolare di assegno di ricerca,1
1741,2021,6301,"Napoli - Università degli studi ""Federico II""",Campania,SUD,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),642
1742,2021,6301,"Napoli - Università degli studi ""Federico II""",Campania,SUD,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,509
1743,2021,6301,"Napoli - Università degli studi ""Federico II""",Campania,SUD,F,4AR,Titolare di assegno di ricerca,207
1744,2021,6301,"Napoli - Università degli studi ""Federico II""",Campania,SUD,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),1161
1745,2021,6301,"Napoli - Università degli studi ""Federico II""",Campania,SUD,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,547
1746,2021,6301,"Napoli - Università degli studi ""Federico II""",Campania,SUD,M,4AR,Titolare di assegno di ricerca,163
1747,2021,6302,"Napoli - Università degli studi ""Parthenope""",Campania,SUD,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),88
1748,2021,6302,"Napoli - Università degli studi ""Parthenope""",Campania,SUD,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,61
1749,2021,6302,"Napoli - Università degli studi ""Parthenope""",Campania,SUD,F,4AR,Titolare di assegno di ricerca,18
1750,2021,6302,"Napoli - Università degli studi ""Parthenope""",Campania,SUD,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),142
1751,2021,6302,"Napoli - Università degli studi ""Parthenope""",Campania,SUD,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,52
1752,2021,6302,"Napoli - Università degli studi ""Parthenope""",Campania,SUD,M,4AR,Titolare di assegno di ricerca,11
1753,2021,6303,"Napoli - Università degli studi ""L' Orientale""",Campania,SUD,F,1PO e 2PA,Professore I/II fascia (ordinario/associato),85
1754,2021,6303,"Napoli - Università degli studi ""L' Orientale""",Campania,SUD,F,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,35
1755,2021,6303,"Napoli - Università degli studi ""L' Orientale""",Campania,SUD,F,4AR,Titolare di assegno di ricerca,21
1756,2021,6303,"Napoli - Università degli studi ""L' Orientale""",Campania,SUD,M,1PO e 2PA,Professore I/II fascia (ordinario/associato),70
1757,2021,6303,"Napoli - Università degli studi ""L' Orientale""",Campania,SUD,M,3RU e 3RTD,Ricercatore a tempo indeterminato/determinato,33
1758,2021,6303,"Napoli - Università degli studi ""L' Orientale""",Campania,SUD,M,4AR,Titolare di assegno di ricerca,20
